NUM_POSTE;DAT;PSTATM;PMERM;TMMOY;TMSIGMA;TXMOY;TNMOY;TSVMOY;RR;NBJRR1;INST;NBPMER;NBTM;NBTX;NBTSV;NBRR;NBINS;NBJTX25;NBJTX30;NBJTX35;NBJTX40;NBJTX0;NBJTN0;NBJRR5;NBJRR10;NBJRR50;NBJRR100;NBJNEIG0;NBJNEIG1;NBJNEIG10;NBJNEIG50;NBJFF10;NBJFF20;NBJFF30;NBJVISI50;NBJVISI100;NBJVISI1000;TMXAB;TMXDAT;TMNAB;TMNDAT;TXAB;TXDAT;TNAB;TNDAT;RRAB;RRDAT;FXAB;FXDAT;NBORAGE;NBGRELE;HTX;HTN
7577;2007-02-01 00:00:00;1006.6;1015.7;7.8;3.6;12.8;4;8.5;37;11;102;27;28;28;28;28;28;;;;;0;2;2;;;;;;;;11;2;0;0;0;4;11.3;2007-02-28 00:00:00;4.5;2007-02-10 00:00:00;18.7;2007-02-16 00:00:00;-1.5;2007-02-05 00:00:00;5.8;2007-02-23 00:00:00;21;2007-02-15 00:00:00;;;6;18
7591;2007-02-01 00:00:00;913;;4.4;4;10.3;0.5;5.4;63;8;131;28;28;28;28;28;28;;;;;0;10;7;3;0;;;;;;18;2;0;0;0;2;8.7;2007-02-16 00:00:00;0.8;2007-02-10 00:00:00;18.6;2007-02-16 00:00:00;-4.2;2007-02-01 00:00:00;11.4;2007-02-14 00:00:00;26;2007-02-18 00:00:00;;;6;18
7481;2007-03-01 00:00:00;988.5;1017.6;8.3;4.5;12.8;4.1;7.8;38;10;172;31;31;31;31;31;31;;;;;0;1;2;;;;;;;;22;2;0;0;0;1;13.5;2007-03-03 00:00:00;2.2;2007-03-20 00:00:00;19.3;2007-03-04 00:00:00;-0.8;2007-03-31 00:00:00;5.8;2007-03-09 00:00:00;23;2007-03-06 00:00:00;;;6;18
7577;2007-03-01 00:00:00;1007.7;1016.7;10;4.4;14.8;5.5;7.9;20;7;201;31;31;31;31;31;31;;;;;0;2;1;;;;;;;;25;5;0;;;;15.3;2007-03-03 00:00:00;5;2007-03-22 00:00:00;22.2;2007-03-03 00:00:00;-0.8;2007-03-27 00:00:00;8.4;2007-03-06 00:00:00;28;2007-03-10 00:00:00;1;0;6;18
7591;2007-03-01 00:00:00;913;;6.3;5.1;12.8;0.8;5.3;66;7;213;31;31;31;31;31;31;;;;;0;14;5;1;0;;;;;;27;3;0;0;1;4;11.5;2007-03-14 00:00:00;1;2007-03-22 00:00:00;19.7;2007-03-14 00:00:00;-5.1;2007-03-22 00:00:00;35.4;2007-03-01 00:00:00;23;2007-03-11 00:00:00;;;6;18
7481;2007-04-01 00:00:00;989.3;1017.6;15.7;5.5;22.1;9.6;10.8;14;3;283;30;30;30;30;30;30;8;0;;;;;1;;;;;;;;11;0;0;0;0;1;21.4;2007-04-25 00:00:00;7.3;2007-04-04 00:00:00;28.7;2007-04-25 00:00:00;2.9;2007-04-05 00:00:00;8.2;2007-04-29 00:00:00;18;2007-04-29 00:00:00;3;0;6;18
7577;2007-04-01 00:00:00;1008.6;1017.4;15.7;5.6;22.6;9.1;11.7;26;5;259;30;30;30;30;30;30;13;0;;;;;2;;;;;;;;17;0;0;;;;19.6;2007-04-24 00:00:00;7.9;2007-04-04 00:00:00;29.2;2007-04-23 00:00:00;3.9;2007-04-07 00:00:00;7.8;2007-04-12 00:00:00;19;2007-04-18 00:00:00;2;0;6;18
7591;2007-04-01 00:00:00;917;;13.5;5.4;20.7;7.4;7.3;2;1;229;30;30;30;30;30;30;2;0;;;;;0;;;;;;;;28;2;0;;;;18.1;2007-04-24 00:00:00;7.3;2007-04-04 00:00:00;25.8;2007-04-24 00:00:00;1.5;2007-04-06 00:00:00;1.4;2007-04-22 00:00:00;22;2007-04-14 00:00:00;;;6;18
7481;2007-05-01 00:00:00;985.3;1013.4;16.5;5;21.1;12.3;13.1;188;14;183;31;31;31;31;31;31;8;1;;;;;9;7;1;;;;;;19;1;0;1;1;1;24.5;2007-05-25 00:00:00;10.9;2007-05-29 00:00:00;31.1;2007-05-25 00:00:00;6.6;2007-05-30 00:00:00;53;2007-05-14 00:00:00;20;2007-05-13 00:00:00;7;0;6;18
7577;2007-05-01 00:00:00;1004.5;1013.2;17.5;5;22.8;12.6;13.5;109;11;233;31;31;31;31;31;31;12;2;;;;;6;5;0;;;;;;20;0;0;;;;24.4;2007-05-24 00:00:00;11.1;2007-05-03 00:00:00;31.9;2007-05-24 00:00:00;7.9;2007-05-30 00:00:00;25.8;2007-05-31 00:00:00;18;2007-05-06 00:00:00;4;0;6;18
7591;2007-05-01 00:00:00;912.6;;14.2;6;21.2;7.9;9.5;100;9;206;31;31;31;31;31;31;9;1;;;;;6;4;0;;;;;;30;0;0;;;;21.7;2007-05-23 00:00:00;8;2007-05-28 00:00:00;30.4;2007-05-23 00:00:00;0.9;2007-05-30 00:00:00;24.2;2007-05-25 00:00:00;18;2007-05-28 00:00:00;;;6;18
7481;2007-06-01 00:00:00;986;1013.8;19.5;4.3;24.5;15;15.8;108;13;199;30;28;30;28;30;30;14;1;;;;;10;4;0;;;;;;18;1;0;0;0;2;25.5;2007-06-19 00:00:00;12.5;2007-06-01 00:00:00;31.6;2007-06-19 00:00:00;10;2007-06-29 00:00:00;21.2;2007-06-11 00:00:00;22;2007-06-24 00:00:00;13;1;6;18
7577;2007-06-01 00:00:00;1005.2;1013.8;20.7;4.5;26.5;15;16.1;62;7;272;29;30;30;30;30;30;22;4;;;;;3;2;0;;;;;;19;1;0;;;;24.6;2007-06-20 00:00:00;13.5;2007-06-01 00:00:00;32.3;2007-06-19 00:00:00;8.8;2007-06-01 00:00:00;33.6;2007-06-14 00:00:00;20;2007-06-06 00:00:00;9;0;6;18
7591;2007-06-01 00:00:00;914.5;;17.5;5.2;24.5;11;12;35;9;238;30;30;30;30;30;30;15;2;;;;;1;1;0;;;;;;27;2;0;;;;23;2007-06-20 00:00:00;10.4;2007-06-01 00:00:00;30.5;2007-06-19 00:00:00;4.8;2007-06-01 00:00:00;16.2;2007-06-15 00:00:00;20;2007-06-13 00:00:00;;;6;18
7481;2007-07-01 00:00:00;988.6;1016.3;20.3;4.4;25.2;16;15.1;87;8;243;31;31;31;31;31;31;17;4;;;;;5;3;0;;;;;;23;1;0;;;;26.4;2007-07-16 00:00:00;13;2007-07-10 00:00:00;32.4;2007-07-16 00:00:00;10.3;2007-07-10 00:00:00;25;2007-07-01 00:00:00;22;2007-07-23 00:00:00;6;0;6;18
7577;2007-07-01 00:00:00;1007.5;1016.1;22.3;5;28.8;16.1;15;44;4;329;31;31;31;31;31;31;25;13;;;;;3;3;0;;;;;;25;0;0;;;;26.4;2007-07-18 00:00:00;16.2;2007-07-10 00:00:00;34.6;2007-07-18 00:00:00;10.8;2007-07-10 00:00:00;18.2;2007-07-08 00:00:00;19;2007-07-23 00:00:00;4;0;6;18
7591;2007-07-01 00:00:00;916.6;;19.7;6.5;27.5;12;10.8;32;6;311;30;31;31;30;31;30;23;11;;;;;4;;;;;;;;30;0;0;0;0;1;25;2007-07-19 00:00:00;11.4;2007-07-10 00:00:00;33;2007-07-17 00:00:00;4.3;2007-07-11 00:00:00;8;2007-07-23 00:00:00;19;2007-07-04 00:00:00;;;6;18
7481;2007-08-01 00:00:00;987.6;1015.4;19.5;4.5;24.2;15.2;16;89;13;211;31;31;31;31;31;31;13;3;;;;;4;2;0;;;;;;17;1;0;;;;26;2007-08-15 00:00:00;13.9;2007-08-09 00:00:00;32.6;2007-08-05 00:00:00;11.1;2007-08-31 00:00:00;25.6;2007-08-29 00:00:00;20;2007-08-15 00:00:00;7;0;6;18
7577;2007-08-01 00:00:00;1006.2;1014.8;21.5;4.8;27.3;16.5;16.1;37;6;273;31;31;31;31;31;31;20;11;;;;;2;1;0;;;;;;25;2;0;;;;26.3;2007-08-27 00:00:00;16.3;2007-08-09 00:00:00;34.2;2007-08-27 00:00:00;10.6;2007-08-23 00:00:00;18.6;2007-08-06 00:00:00;21;2007-08-30 00:00:00;6;0;6;18
7591;2007-08-01 00:00:00;915.5;;18.8;6.1;26.3;12.2;12.1;41;9;248;31;31;31;31;31;31;19;8;;;;;4;;;;;;;;29;0;0;;;;25.1;2007-08-27 00:00:00;11.5;2007-08-22 00:00:00;33.8;2007-08-28 00:00:00;6;2007-08-22 00:00:00;8.2;2007-08-22 00:00:00;14;2007-08-08 00:00:00;;;6;18
7481;2007-09-01 00:00:00;991.6;1020;15.7;4.6;21;11.4;12.8;64;8;225;30;30;30;30;30;30;6;0;;;;;6;1;0;;;;;;21;0;0;;;;21;2007-09-17 00:00:00;9.2;2007-09-27 00:00:00;28.6;2007-09-16 00:00:00;6.6;2007-09-20 00:00:00;23.6;2007-09-27 00:00:00;18;2007-09-06 00:00:00;1;0;6;18
7577;2007-09-01 00:00:00;1010;1018.8;17.9;4.5;23.6;13;12.5;29;4;267;30;30;30;30;30;30;11;1;;;;;1;1;0;;;;;;22;6;0;;;;21.8;2007-09-14 00:00:00;11;2007-09-27 00:00:00;30.1;2007-09-13 00:00:00;5.9;2007-09-29 00:00:00;18.8;2007-09-17 00:00:00;24;2007-09-06 00:00:00;1;0;6;18
7591;2007-09-01 00:00:00;917.5;;14.8;6.1;23;7.9;9.4;28;4;268;30;30;30;30;30;30;12;0;;;;;2;2;0;;;;;;25;1;0;;;;18.7;2007-09-15 00:00:00;6.8;2007-09-27 00:00:00;28;2007-09-15 00:00:00;2.6;2007-09-29 00:00:00;13.8;2007-09-17 00:00:00;25;2007-09-17 00:00:00;;;6;18
7481;2007-10-01 00:00:00;992.9;1021.7;11.5;5.4;16.2;7.9;11.1;19;7;166;31;31;31;31;31;31;1;0;;;0;2;1;;;;;;;;16;0;0;0;0;7;20;2007-10-02 00:00:00;4.6;2007-10-23 00:00:00;25.7;2007-10-02 00:00:00;-0.7;2007-10-23 00:00:00;5.2;2007-10-05 00:00:00;18;2007-10-20 00:00:00;;;6;18
7577;2007-10-01 00:00:00;1011.5;1020.4;13.8;4.5;18.5;10;11.2;20;5;210;31;31;31;31;31;31;1;0;;;;;1;;;;;;;;21;3;0;0;0;1;19.6;2007-10-02 00:00:00;7.6;2007-10-23 00:00:00;26.2;2007-10-02 00:00:00;2;2007-10-23 00:00:00;6.6;2007-10-24 00:00:00;26;2007-10-30 00:00:00;1;0;6;18
7591;2007-10-01 00:00:00;918.3;;10.8;5.9;18.4;5.1;7.9;4;3;229;31;31;31;31;31;31;1;0;;;0;5;0;;;;;;;;17;2;0;;;;17.2;2007-10-02 00:00:00;2;2007-10-21 00:00:00;26.2;2007-10-02 00:00:00;-4.3;2007-10-22 00:00:00;1.6;2007-10-03 00:00:00;21;2007-10-31 00:00:00;;;6;18
7481;2007-11-01 00:00:00;992.4;1021.7;5.1;4.4;8.5;2.2;7.4;76;7;87;28;30;30;30;30;30;;;;;0;10;3;1;0;;;;;;15;1;0;0;0;6;13.8;2007-11-20 00:00:00;-1.9;2007-11-17 00:00:00;16.1;2007-11-20 00:00:00;-6.6;2007-11-18 00:00:00;47;2007-11-22 00:00:00;21;2007-11-20 00:00:00;;;6;18
7577;2007-11-01 00:00:00;1010.5;1019.6;8.5;3.9;11.9;5.9;7.4;129;2;164;30;30;30;30;30;30;;;;;0;2;2;2;1;;;;;;30;9;0;;;;14.6;2007-11-20 00:00:00;1.4;2007-11-18 00:00:00;17.6;2007-11-22 00:00:00;-2.2;2007-11-19 00:00:00;98.2;2007-11-22 00:00:00;26;2007-11-06 00:00:00;;;6;18
7591;2007-11-01 00:00:00;915.4;;3.5;5;10.7;-1.3;5;48;5;180;30;30;30;30;30;30;;;;;0;19;3;3;0;;;;;;12;1;0;0;0;2;9.1;2007-11-03 00:00:00;-2.9;2007-11-17 00:00:00;18.8;2007-11-03 00:00:00;-8.7;2007-11-17 00:00:00;20;2007-11-22 00:00:00;24;2007-11-09 00:00:00;;;6;18
7481;2007-12-01 00:00:00;996.3;1026.3;2.1;5.1;4.6;0;6.5;35;11;50;29;31;31;31;31;31;;;;;9;16;1;;;;1;0;;;12;2;0;0;0;14;10.4;2007-12-07 00:00:00;-5.5;2007-12-17 00:00:00;13.9;2007-12-06 00:00:00;-7.8;2007-12-17 00:00:00;9;2007-12-03 00:00:00;21;2007-12-02 00:00:00;;;6;18
7577;2007-12-01 00:00:00;1015.8;1025.1;4.4;4.5;8;1.6;6.4;9;4;152;30;31;31;31;31;31;;;;;1;11;0;;;;;;;;24;3;0;0;0;2;11;2007-12-06 00:00:00;-2.8;2007-12-20 00:00:00;15.5;2007-12-03 00:00:00;-4.6;2007-12-29 00:00:00;4;2007-12-08 00:00:00;22;2007-12-11 00:00:00;;;6;18
7591;2007-12-01 00:00:00;919.8;;2.5;3.7;8.4;-1.4;4.1;48;6;174;31;31;31;31;31;31;;;;;0;24;3;2;0;;;;;;20;2;0;0;0;1;6.8;2007-12-21 00:00:00;-1.5;2007-12-12 00:00:00;12.3;2007-12-06 00:00:00;-7.5;2007-12-16 00:00:00;15.4;2007-12-02 00:00:00;24;2007-12-17 00:00:00;;;6;18
7481;2008-01-01 00:00:00;993.3;1022.8;5.4;4.2;9;2.4;7.6;59;10;93;31;31;31;31;31;31;;;;;1;9;3;2;0;;;;;;17;5;0;0;1;5;11.1;2008-01-11 00:00:00;-1.8;2008-01-27 00:00:00;15.4;2008-01-18 00:00:00;-4;2008-01-27 00:00:00;21;2008-01-11 00:00:00;28;2008-01-15 00:00:00;;;6;18
7577;2008-01-01 00:00:00;1013.4;1022.5;7.5;3.1;11.3;4.5;7.9;164;10;125;31;31;31;31;31;31;;;;;;;8;6;0;;;;;;22;4;0;0;0;2;12.8;2008-01-19 00:00:00;2.7;2008-01-01 00:00:00;17.2;2008-01-19 00:00:00;0.2;2008-01-21 00:00:00;28.6;2008-01-11 00:00:00;24;2008-01-25 00:00:00;1;0;6;18
7591;2008-01-01 00:00:00;919.4;;3.2;3.9;8.7;-0.7;4.9;85;6;147;30;31;31;31;31;31;;;;;0;16;5;4;0;;;;;;19;2;0;0;0;2;7.7;2008-01-28 00:00:00;-1.9;2008-01-01 00:00:00;17.4;2008-01-28 00:00:00;-6.8;2008-01-01 00:00:00;29.6;2008-01-05 00:00:00;29;2008-01-04 00:00:00;;;6;18
7481;2008-02-01 00:00:00;997.9;1027.4;6.5;4.6;11.7;2;7.3;23;4;173;28;29;29;29;29;29;;;;;0;12;2;1;0;;;;;;9;1;0;0;1;1;12;2008-02-26 00:00:00;-0.1;2008-02-15 00:00:00;16.4;2008-02-25 00:00:00;-3.7;2008-02-17 00:00:00;10.2;2008-02-01 00:00:00;21;2008-02-04 00:00:00;;;6;18
7577;2008-02-01 00:00:00;1018.3;1027.5;7.6;4.9;13.7;3.1;7.6;25;4;167;29;29;29;29;29;29;;;;;0;10;2;1;0;;;;;;12;1;0;0;0;5;12.6;2008-02-27 00:00:00;3.4;2008-02-13 00:00:00;19.1;2008-02-29 00:00:00;-3.1;2008-02-13 00:00:00;10.2;2008-02-04 00:00:00;20;2008-02-03 00:00:00;1;0;6;18
7591;2008-02-01 00:00:00;923.6;;3.8;4.9;11.3;-1.5;4.6;32;3;220;28;29;29;29;29;29;;;;;0;22;2;2;0;;;;;;18;0;0;0;0;2;8.9;2008-02-27 00:00:00;-0.7;2008-02-05 00:00:00;18.1;2008-02-23 00:00:00;-6.3;2008-02-18 00:00:00;18.2;2008-02-04 00:00:00;19;2008-02-03 00:00:00;;;6;18
7481;2008-03-01 00:00:00;983.5;1012.5;7.1;4.4;11.2;3.6;7;63;12;144;31;31;31;31;31;31;;;;;;;;;;;2;0;;;25;7;0;0;0;2;12.7;2008-03-01 00:00:00;1;2008-03-23 00:00:00;19.1;2008-03-15 00:00:00;-2.1;2008-03-06 00:00:00;17.4;2008-03-21 00:00:00;28;2008-03-10 00:00:00;;;6;18
7577;2008-03-01 00:00:00;1003;1012;8.7;4.2;13.5;4.4;7.2;46;7;171;31;31;31;31;31;31;;;;;;;;;;;2;0;;;29;6;1;0;0;1;14.8;2008-03-02 00:00:00;3.4;2008-03-24 00:00:00;20.7;2008-03-14 00:00:00;-0.5;2008-03-24 00:00:00;15.6;2008-03-09 00:00:00;30;2008-03-05 00:00:00;;;6;18
7591;2008-03-01 00:00:00;;;4.9;5.1;11.5;-0.1;4.9;56;9;214;0;31;31;31;31;31;;;;;0;17;4;2;0;;;;;;24;2;0;0;2;5;10.5;2008-03-15 00:00:00;-1.6;2008-03-24 00:00:00;20.1;2008-03-02 00:00:00;-7.6;2008-03-24 00:00:00;20.2;2008-03-21 00:00:00;23;2008-03-05 00:00:00;;;6;18
7481;2008-04-01 00:00:00;983.5;1012.1;10.8;4.1;15.6;6.9;9;138;12;175;30;30;30;30;30;30;;;;;0;1;9;5;0;;;;;;22;2;0;0;0;1;17.5;2008-04-27 00:00:00;5.1;2008-04-07 00:00:00;22.8;2008-04-27 00:00:00;-0.1;2008-04-07 00:00:00;40.2;2008-04-11 00:00:00;23;2008-04-09 00:00:00;1;0;6;18
7577;2008-04-01 00:00:00;1003.1;1012;12.1;4;17;7.5;9.3;121;10;208;30;30;30;30;30;30;;;;;;;9;6;0;;;;;;27;2;0;0;0;1;17.4;2008-04-26 00:00:00;7.9;2008-04-08 00:00:00;23.4;2008-04-26 00:00:00;1.5;2008-04-13 00:00:00;27;2008-04-20 00:00:00;23;2008-04-20 00:00:00;4;0;6;18
7591;2008-04-01 00:00:00;;;8.1;5;14.6;2.4;6.5;111;12;191;0;30;30;30;30;30;;;;;0;8;7;5;0;;;;;;25;1;0;0;0;1;14;2008-04-26 00:00:00;3.9;2008-04-14 00:00:00;21.9;2008-04-26 00:00:00;-1.9;2008-04-15 00:00:00;21.6;2008-04-18 00:00:00;25;2008-04-03 00:00:00;;;6;18
7481;2008-05-01 00:00:00;984.5;1012.4;17.4;3.8;22.4;12.7;12.8;63;9;211;31;31;31;31;31;31;8;0;;;;;5;1;0;;;;;;16;0;0;0;0;1;20.4;2008-05-10 00:00:00;13.5;2008-05-01 00:00:00;26.2;2008-05-10 00:00:00;7.6;2008-05-01 00:00:00;19.6;2008-05-16 00:00:00;18;2008-05-16 00:00:00;6;0;6;18
7577;2008-05-01 00:00:00;1004.1;1012.8;17.2;4.1;22.8;12.2;13.7;182;10;206;31;31;31;31;31;31;6;0;;;;;9;9;0;;;;;;15;0;0;0;0;2;19.4;2008-05-10 00:00:00;12.9;2008-05-01 00:00:00;26.7;2008-05-04 00:00:00;4.5;2008-05-01 00:00:00;32.4;2008-05-25 00:00:00;18;2008-05-19 00:00:00;7;0;6;18
7591;2008-05-01 00:00:00;;;13.8;4.1;19.7;9.1;9.9;139;16;176;0;31;31;31;31;31;;;;;;;10;5;0;;;;;;25;3;0;0;1;2;17.5;2008-05-28 00:00:00;9.7;2008-05-01 00:00:00;24.7;2008-05-05 00:00:00;2.4;2008-05-01 00:00:00;33;2008-05-05 00:00:00;24;2008-05-27 00:00:00;;;6;18
7481;2008-06-01 00:00:00;988.6;1016.4;19.2;4.6;23.8;14.9;15.1;44;8;239;30;30;30;30;30;30;13;5;;;;;2;1;0;;;;;;16;0;0;;;;27.3;2008-06-22 00:00:00;11.9;2008-06-06 00:00:00;32.8;2008-06-22 00:00:00;7.7;2008-06-14 00:00:00;19.4;2008-06-05 00:00:00;18;2008-06-11 00:00:00;5;0;6;18
7577;2008-06-01 00:00:00;1007.1;1015.8;20.3;3.8;25.2;15.4;15.3;41;5;268;30;30;30;30;30;30;15;7;;;;;4;1;0;;;;;;19;0;0;0;0;1;25.8;2008-06-29 00:00:00;14.5;2008-06-06 00:00:00;33.3;2008-06-29 00:00:00;9.8;2008-06-15 00:00:00;15.6;2008-06-01 00:00:00;19.1;2008-06-28 00:00:00;3;1;6;18
7591;2008-06-01 00:00:00;;;16.9;4.2;23.8;10.7;12.5;91;11;239;0;30;30;24;30;30;12;7;;;;;9;2;0;;;;;;19;1;0;0;1;2;22.9;2008-06-26 00:00:00;10.7;2008-06-07 00:00:00;30.4;2008-06-26 00:00:00;5.3;2008-06-14 00:00:00;22;2008-06-29 00:00:00;23;2008-06-29 00:00:00;;;6;18
7481;2008-07-01 00:00:00;988.3;1016;20.9;3.2;26.3;15.6;15.9;130;10;293;31;31;31;31;31;31;20;6;;;;;6;5;0;;;;;;19;1;0;0;0;1;27.2;2008-07-31 00:00:00;16.2;2008-07-13 00:00:00;32.8;2008-07-01 00:00:00;11;2008-07-22 00:00:00;26.6;2008-07-06 00:00:00;26;2008-07-11 00:00:00;9;1;6;18
7577;2008-07-01 00:00:00;1006.8;1015.4;22.3;2.3;28;16.5;16;87;7;318;31;31;31;31;31;31;23;11;;;;;5;4;0;;;;;;19;1;0;;;;26.2;2008-07-01 00:00:00;18.7;2008-07-03 00:00:00;33.8;2008-07-31 00:00:00;12.2;2008-07-08 00:00:00;27.6;2008-07-11 00:00:00;22.8;2008-07-22 00:00:00;6;0;6;18
7591;2008-07-01 00:00:00;;;19.3;2.4;26.6;12.5;12.9;69;7;293;0;31;31;31;31;31;22;2;;;;;4;2;0;;;;;;28;1;0;;;;23.8;2008-07-30 00:00:00;15.1;2008-07-14 00:00:00;31.6;2008-07-30 00:00:00;6.5;2008-07-22 00:00:00;25.4;2008-07-01 00:00:00;20;2008-07-12 00:00:00;;;6;18
7481;2008-08-01 00:00:00;987.8;1015.6;19.8;2.4;25.1;15.2;16.3;70;9;246;31;31;31;31;31;31;15;1;;;;;5;3;0;;;;;;18;0;0;0;0;2;23.6;2008-08-31 00:00:00;14.6;2008-08-15 00:00:00;31.2;2008-08-30 00:00:00;10;2008-08-16 00:00:00;16.4;2008-08-19 00:00:00;18;2008-08-12 00:00:00;5;0;6;18
7577;2008-08-01 00:00:00;1006.4;1015;21.6;2.3;27.1;16.4;16.7;242;7;291;31;31;31;31;31;31;22;7;;;;;5;3;2;1;;;;;24;0;0;1;1;3;25.9;2008-08-05 00:00:00;17.4;2008-08-15 00:00:00;33.7;2008-08-04 00:00:00;12.7;2008-08-17 00:00:00;154;2008-08-12 00:00:00;17.6;2008-08-09 00:00:00;7;0;6;18
7591;2008-08-01 00:00:00;;;19.3;2.7;27.2;12.4;12.4;48;7;275;0;31;31;31;31;31;24;8;;;;;3;3;0;;;;;;28;0;0;;;;23.6;2008-08-06 00:00:00;12.6;2008-08-15 00:00:00;32;2008-08-05 00:00:00;5.4;2008-08-16 00:00:00;18;2008-08-12 00:00:00;16;2008-08-11 00:00:00;;;6;18
7481;2008-09-01 00:00:00;988.7;1017;15;3.8;20.1;11;13.2;162;8;174;30;30;30;30;30;30;6;0;;;;;6;6;0;;;;;;14;1;1;0;0;1;22;2008-09-05 00:00:00;10.7;2008-09-16 00:00:00;27.4;2008-09-05 00:00:00;5.2;2008-09-17 00:00:00;36.8;2008-09-04 00:00:00;30;2008-09-03 00:00:00;5;0;6;18
7577;2008-09-01 00:00:00;1007.5;1016.3;16.7;3;21.7;12.5;14;209;6;226;30;30;30;30;30;30;9;0;;;;;4;4;1;1;;;;;19;1;0;;;;22.4;2008-09-05 00:00:00;13.2;2008-09-16 00:00:00;29;2008-09-05 00:00:00;6.4;2008-09-29 00:00:00;128;2008-09-03 00:00:00;25.1;2008-09-03 00:00:00;6;0;6;18
7591;2008-09-01 00:00:00;;;14.2;3.3;21.1;8.9;10.9;66;8;215;0;30;30;30;30;30;5;0;;;;;5;4;0;;;;;;26;0;0;;;;20.2;2008-09-01 00:00:00;10;2008-09-26 00:00:00;28.4;2008-09-05 00:00:00;2.7;2008-09-16 00:00:00;14.8;2008-09-04 00:00:00;18;2008-09-26 00:00:00;;;6;18
7481;2008-10-01 00:00:00;990.7;1019.3;12.2;4;16.3;9.1;11.5;90;12;119;31;31;31;31;31;31;;;;;;;7;4;0;;;;;;14;0;0;0;0;5;18.6;2008-10-13 00:00:00;5.3;2008-10-30 00:00:00;24.6;2008-10-13 00:00:00;2;2008-10-26 00:00:00;17.4;2008-10-27 00:00:00;19;2008-10-07 00:00:00;0;0;6;18
7577;2008-10-01 00:00:00;1010.2;1019.1;13.2;3;17.5;9.4;12.2;185;10;131;31;31;31;31;31;31;;;;;;;9;6;1;;;;;;12;2;0;0;0;3;18.6;2008-10-14 00:00:00;4.8;2008-10-30 00:00:00;24.4;2008-10-15 00:00:00;3.6;2008-10-31 00:00:00;58.6;2008-10-08 00:00:00;20.3;2008-10-29 00:00:00;1;0;6;18
7591;2008-10-01 00:00:00;;;11.3;3.4;17.7;6.4;9.1;65;6;170;0;31;31;31;31;31;;;;;0;2;3;3;0;;;;;;17;0;0;0;0;2;16.8;2008-10-14 00:00:00;1.6;2008-10-30 00:00:00;24.2;2008-10-15 00:00:00;-2;2008-10-04 00:00:00;30;2008-10-28 00:00:00;17;2008-10-03 00:00:00;;;6;18
7481;2008-11-01 00:00:00;987.5;1016.7;7.2;4.3;10.4;4.8;8.6;46;10;62;30;30;30;30;30;30;;;;;1;4;3;1;0;;;;;;17;3;0;0;0;5;13.9;2008-11-10 00:00:00;-2;2008-11-28 00:00:00;20.7;2008-11-01 00:00:00;-3.9;2008-11-28 00:00:00;10.6;2008-11-29 00:00:00;22;2008-11-01 00:00:00;0;0;6;18
7577;2008-11-01 00:00:00;1006.9;1015.9;8.9;3.8;12;6.6;9.2;123;9;80;30;30;30;30;30;30;;;;;0;2;6;4;0;;;;;;23;4;0;0;0;3;16.8;2008-11-01 00:00:00;1.9;2008-11-29 00:00:00;19.2;2008-11-01 00:00:00;-3.1;2008-11-29 00:00:00;37.8;2008-11-11 00:00:00;28.3;2008-11-17 00:00:00;3;1;6;18
7591;2008-11-01 00:00:00;;;4.4;3.7;9.8;0.5;6.2;62;7;125;0;30;30;30;30;30;;;;;0;15;4;4;0;;;;;;14;4;0;0;0;4;12.4;2008-11-02 00:00:00;-2.6;2008-11-26 00:00:00;18;2008-11-02 00:00:00;-7.2;2008-11-26 00:00:00;15.4;2008-11-11 00:00:00;26;2008-11-28 00:00:00;;;6;18
7481;2008-12-01 00:00:00;989.7;1019.4;2.9;2.7;5.3;1.1;6.4;38;8;4;31;31;31;31;31;10;;;;;;;;;;;2;2;;;13;1;0;0;1;4;8.6;2008-12-05 00:00:00;-2.1;2008-12-27 00:00:00;11.2;2008-12-05 00:00:00;-6.3;2008-12-28 00:00:00;14.6;2008-12-09 00:00:00;27.9;2008-12-04 00:00:00;0;0;6;18
7577;2008-12-01 00:00:00;1008.9;1018.1;5;2.5;7.8;2.6;7;158;11;83;31;31;31;31;31;31;;;;;0;6;5;3;1;;;;;;21;6;0;0;0;1;10.2;2008-12-21 00:00:00;0.6;2008-12-28 00:00:00;13.8;2008-12-05 00:00:00;-3.1;2008-12-29 00:00:00;98.2;2008-12-14 00:00:00;22.5;2008-12-22 00:00:00;1;0;6;18
7591;2008-12-01 00:00:00;;;1.1;2.5;5.8;-2.4;4.4;77;9;122;0;31;31;31;31;31;;;;;1;22;6;4;0;;;;;;23;6;0;0;0;4;6.7;2008-12-15 00:00:00;-4.1;2008-12-12 00:00:00;13.5;2008-12-24 00:00:00;-8.5;2008-12-13 00:00:00;19.4;2008-12-05 00:00:00;27;2008-12-26 00:00:00;;;6;18
7481;2009-01-01 00:00:00;985.9;1015.7;0.8;3.7;4;-1.7;5.4;38;5;0;31;31;31;31;31;1;;;;;9;22;4;1;0;;;;;;12;4;1;0;0;5;8.8;2009-01-19 00:00:00;-5.1;2009-01-11 00:00:00;11.5;2009-01-19 00:00:00;-8;2009-01-12 00:00:00;11;2009-01-19 00:00:00;30.6;2009-01-23 00:00:00;0;0;6;18
