id;coord_x;coord_y
0;1915370.62206;4222836.77466
1;1913250.43825;4222531.23078
2;1913086.97639;4223524.47264
3;1914186.69358;4224275.03519
4;1912974.90507;4225210.23654
5;1912600.38488;4222098.28634
6;1914849.60369;4222164.65587
7;1914402.66154;4224091.5696
8;1915052.46363;4224643.4215
9;1915322.21202;4224679.86992
10;1913048.17207;4222114.92025
11;1914626.25357;4223904.35615
12;1914914.58837;4222701.06516
13;1913274.04542;4223605.47749
14;1912687.84783;4222887.3017
15;1913312.03126;4223589.21565
16;1914993.59602;4222812.80185
17;1914017.06512;4222361.24244
18;1914384.7433;4223660.16538
19;1913628.88408;4222635.30207
20;1915539.35065;4224585.11806
21;1912829.62422;4221453.71994
22;1914904.75864;4222666.73486
23;1914819.93501;4223842.41029
24;1914295.40588;4224064.6757
25;1914295.04301;4223282.55862
26;1913808.29708;4223133.55819
27;1915031.61099;4224841.00529
28;1913321.32979;4224510.27221
29;1915342.68686;4225711.09528
30;1915907.11317;4223808.48643
31;1914093.66138;4221349.60795
32;1913003.85397;4223022.43954
33;1912626.47353;4222020.08869
34;1914710.84731;4221660.58151
35;1915106.16058;4224950.69453
36;1913007.51028;4223049.93795
37;1912627.67009;4221726.27807
38;1914856.88466;4220763.37147
39;1912694.54355;4222887.24134
40;1915194.05845;4222789.87763
41;1915132.8017;4222079.91638
42;1912778.82162;4222138.4399
43;1913695.10799;4223039.97885
44;1915239.52184;4222561.63723
45;1912496.43863;4224218.05889
46;1912598.09266;4223042.00051
47;1915932.80942;4223819.64076
48;1912607.49865;4221691.37045
49;1915003.85681;4224632.34711
50;1912627.97882;4221909.79148
51;1914878.80129;4222273.94338
52;1914989.5375;4222409.55904
53;1914968.26512;4222479.28724
54;1913341.51745;4224209.89366
55;1914742.85996;4225237.6803
56;1912522.92302;4223685.64204
57;1914650.38576;4223477.11926
58;1913524.44653;4225157.24901
59;1915557.14954;4223183.71131
60;1914804.48445;4225363.13135
61;1915682.70367;4223113.81391
62;1912532.00626;4223589.69765
63;1913683.21356;4224698.92379
64;1912427.46325;4222672.89749
65;1915138.87719;4221454.16772
66;1914313.48875;4222052.09579
67;1913124.18403;4221907.3642
68;1912585.9215;4221370.42468
69;1912436.35334;4222157.85378
70;1915279.4084;4223101.42138
71;1915516.73897;4222360.14962
72;1912995.89942;4223212.39603
73;1913646.64943;4223008.75676
74;1913459.80437;4223727.52596
75;1912975.98933;4225832.41829
76;1914569.55667;4222107.99736
77;1915546.42659;4224995.40517
78;1914498.99915;4221732.45883
79;1913996.07771;4221963.46899
80;1914941.02037;4222443.86595
81;1913059.29894;4225714.09643
82;1914421.3595;4223824.1786
83;1912489.83926;4222688.97044
84;1915564.25263;4222278.95043
85;1914693.89338;4225193.35357
86;1912087.04918;4226322.29794
87;1912994.44303;4225530.28077
88;1915265.40991;4222819.88701
89;1915526.99661;4222802.38108
90;1912061.21373;4226357.45498
91;1914218.25482;4222207.29367
92;1914843.91782;4222334.24896
93;1912768.3749;4222131.35694
94;1915496.57737;4222684.33766
95;1912831.83244;4221872.67805
96;1915153.82954;4225734.6928
97;1913271.59592;4223596.7239
98;1912821.03553;4224997.06589
99;1915010.33257;4222514.51813
100;1914003.96575;4221964.00362
101;1914085.21729;4223010.35023
102;1914718.29824;4225375.41206
103;1913958.29663;4224592.75368
104;1913745.61488;4225219.60769
105;1912699.686;4223197.07881
106;1915017.85975;4225600.52959
107;1914522.19846;4223970.41183
108;1912726.7465;4221733.59677
109;1912370.19581;4222186.99929
110;1914161.96244;4224742.10507
111;1915551.28858;4222832.4454
112;1913760.74609;4223632.25539
113;1915024.09327;4225067.49047
114;1912471.819;4223747.27368
115;1915480.14229;4222685.91601
116;1914886.80448;4223884.74382
117;1914821.65914;4222271.31757
118;1915353.30871;4224671.22946
119;1914940.43806;4224398.77677
120;1912936.38743;4225004.53941
121;1914328.46073;4224007.68705
122;1914181.71648;4221773.45989
123;1914963.48173;4223312.11232
124;1914460.17925;4223968.3823
125;1912496.99578;4222617.62657
126;1913893.89352;4224649.48234
127;1912514.89163;4223536.80142
128;1915366.1029;4225726.97212
129;1913341.24922;4223503.74733
130;1913333.09672;4223470.57505
131;1912774.04782;4221991.56418
132;1913924.9906;4221681.99025
133;1916041.22038;4222649.00268
134;1914722.38732;4224228.62615
135;1913299.10624;4223446.68104
136;1913238.2476;4225047.12518
137;1915651.99897;4224251.13898
138;1913420.86304;4225307.77922
139;1913679.55523;4223230.89434
140;1914210.34558;4224277.17612
141;1915800.44528;4224591.38251
142;1915251.71305;4222854.7482
143;1915072.92265;4224668.97651
144;1912494.86422;4225960.4199
145;1914563.77669;4221803.58308
146;1914183.63215;4223080.72095
147;1915010.70966;4222923.04563
148;1914936.01404;4223682.71691
149;1913442.11847;4224305.19034
150;1913637.85687;4223239.71691
